0,0
899,0
625,0
996,0
736,0
392,0
689,0
722,0
876,0
616,0
787,0
946,0
990,0
450,0
924,0
652,0
912,0
780,0
816,0
586,0
808,0
650,0
718,0
879,0
63,0
424,0
492,0
527,0
426,0
749,0
878,0
684,0
418,0
783,0
690,0
746,0
612,0
880,0
847,0
95,0
830,0
894,0
983,0
1022,0
1018,0
295,0
956,0
521,0
925,0
1021,0
559,0
691,0
236,0
459,0
622,0
463,0
563,0
826,0
959,0
456,0
590,0
685,0
720,0
458,0
592,0
526,0
980,0
320,0
518,0
385,0
394,0
461,0
723,0
352,0
615,0
619,0
708,0
770,0
480,0
610,0
544,0
577,0
548,0
776,0
644,0
674,0
938,0
482,0
546,0
738,0
971,0
802,0
384,0
966,0
840,0
910,0
514,0
706,0
640,0
737,0
1000,0
805,0
964,0
449,0
705,0
833,0
481,0
645,0
843,0
103,0
135,0
627,0
717,0
794,0
296,0
748,0
877,0
845,0
886,0
951,0
489,0
903,0
1006,0
1020,0
942,0
989,0
329,0
422,0
795,0
486,0
954,0
958,0
490,0
919,0
321,0
391,0
517,0
740,0
581,0
453,0
647,0
515,0
393,0
804,0
807,0
457,0
811,0
872,0
874,0
907,0
1005,0
363,0
815,0
893,0
554,0
686,0
781,0
525,0
649,0
1012,0
1015,0
655,0
715,0
944,0
870,0
932,0
430,0
587,0
909,0
493,0
868,0
839,0
835,0
940,0
911,0
965,0
128,0
516,0
256,0
578,0
390,0
582,0
484,0
561,0
289,0
904,0
421,0
452,0
192,0
584,0
549,0
836,0
483,0
576,0
417,0
580,0
772,0
513,0
547,0
642,0
545,0
643,0
398,0
933,0
495,0
812,0
887,0
423,0
817,0
873,0
1003,0
522,0
848,0
881,0
914,0
747,0
778,0
809,0
867,0
943,0
429,0
838,0
999,0
846,0
460,0
654,0
552,0
557,0
934,0
1,1
43,1
3,1
9,1
163,1
665,1
35,1
431,1
175,1
699,1
635,1
32,1
703,1
821,1
69,1
99,1
76,1
790,1
270,1
2,1
628,1
695,1
130,1
661,1
129,1
629,1
331,1
662,1
162,1
294,1
10,1
697,1
98,1
301,1
133,1
228,1
68,1
196,1
367,1
226,1
693,1
164,1
166,1
664,1
4,1
194,1
200,1
982,1
173,1
330,1
70,1
660,1
167,1
365,1
205,1
395,1
1023,1
6,1
64,1
107,1
204,1
262,1
141,1
172,1
663,1
694,1
5,1
502,1
139,1
595,1
562,1
171,1
696,1
298,1
364,1
34,1
102,1
101,1
258,1
168,1
269,1
180,1
246,1
332,1
570,1
41,1
594,1
206,1
215,1
209,1
440,1
324,1
441,1
853,1
208,1
248,1
885,1
404,1
637,1
824,1
884,1
882,1
235,1
601,1
411,1
593,1
293,1
530,1
302,1
792,1
75,1
137,1
789,1
568,1
726,1
290,1
368,1
632,1
322,1
725,1
336,1
600,1
700,1
100,1
108,1
399,1
292,1
259,1
791,1
195,1
471,1
427,1
438,1
33,1
65,1
504,1
822,1
66,1
230,1
260,1
227,1
634,1
229,1
268,1
140,1
854,1
264,1
540,1
161,1
633,1
413,1
474,1
701,1
282,1
532,1
356,1
831,1
401,1
596,1
883,1
536,1
761,1
36,1
67,1
233,1
234,1
263,1
300,1
496,1
466,1
420,1
863,1
499,1
758,1
44,1
698,1
446,1
442,1
599,1
199,1
334,1
630,1
597,1
470,1
915,1
232,1
473,1
237,1
337,1
432,1
602,1
74,1
371,1
760,1
764,1
638,1
671,1
727,1
856,1
888,1
291,1
759,1
434,1
702,1
354,1
531,1
370,1
240,1
762,1
355,1
241,1
299,1
439,1
464,1
606,1
728,1
607,1
7,2
11,2
38,2
73,2
113,2
148,2
24,2
346,2
142,2
158,2
214,2
77,2
110,2
105,2
852,2
13,2
159,2
93,2
26,2
503,2
92,2
125,2
39,2
28,2
338,2
80,2
150,2
410,2
47,2
71,2
569,2
59,2
213,2
149,2
61,2
111,2
174,2
203,2
247,2
271,2
333,2
407,2
396,2
820,2
177,2
366,2
472,2
183,2
238,2
409,2
25,2
347,2
447,2
249,2
379,2
31,2
60,2
91,2
542,2
280,2
851,2
281,2
636,2
469,2
479,2
785,2
721,2
752,2
314,2
380,2
315,2
651,2
753,2
744,2
27,2
62,2
948,2
94,2
916,2
126,2
991,2
387,2
857,2
136,2
927,2
30,2
571,2
786,2
624,2
692,2
181,2
335,2
533,2
313,2
488,2
620,2
750,2
37,2
519,2
920,2
127,2
952,2
1016,2
169,2
984,2
288,2
676,2
416,2
677,2
743,2
714,2
713,2
741,2
777,2
998,2
358,2
550,2
709,2
614,2
359,2
775,2
512,2
608,2
1004,2
801,2
360,2
682,2
711,2
402,2
500,2
520,2
751,2
680,2
756,2
29,2
626,2
