0,0
899,0
625,0
996,0
736,0
161,0
633,0
413,0
162,0
294,0
35,0
175,0
699,0
635,0
431,0
703,0
959,0
140,0
854,0
540,0
33,0
65,0
504,0
268,0
66,0
227,0
634,0
229,0
230,0
260,0
538,0
134,0
297,0
468,0
36,0
67,0
233,0
234,0
263,0
432,0
442,0
44,0
698,0
446,0
599,0
474,0
701,0
199,0
334,0
630,0
597,0
420,0
470,0
915,0
264,0
499,0
758,0
300,0
496,0
466,0
863,0
165,0
631,0
822,0
282,0
532,0
401,0
536,0
596,0
883,0
761,0
240,0
762,0
355,0
241,0
95,0
983,0
1022,0
1018,0
463,0
563,0
295,0
956,0
826,0
456,0
590,0
720,0
685,0
458,0
592,0
526,0
980,0
392,0
689,0
722,0
876,0
450,0
924,0
652,0
912,0
780,0
816,0
616,0
787,0
830,0
946,0
990,0
521,0
925,0
1021,0
559,0
691,0
296,0
748,0
877,0
886,0
489,0
1006,0
1020,0
903,0
845,0
942,0
951,0
717,0
989,0
329,0
422,0
795,0
486,0
954,0
490,0
919,0
958,0
794,0
894,0
192,0
584,0
549,0
836,0
483,0
576,0
417,0
580,0
772,0
384,0
966,0
840,0
514,0
706,0
640,0
385,0
449,0
705,0
833,0
320,0
518,0
708,0
394,0
481,0
645,0
843,0
352,0
615,0
619,0
461,0
723,0
548,0
776,0
644,0
770,0
480,0
610,0
544,0
577,0
482,0
546,0
738,0
971,0
802,0
737,0
1000,0
805,0
964,0
910,0
128,0
516,0
256,0
578,0
421,0
452,0
289,0
904,0
390,0
582,0
484,0
561,0
513,0
547,0
642,0
545,0
643,0
321,0
391,0
517,0
740,0
453,0
647,0
515,0
581,0
363,0
815,0
781,0
893,0
525,0
649,0
1015,0
686,0
554,0
430,0
587,0
909,0
870,0
932,0
1012,0
655,0
715,0
944,0
835,0
940,0
493,0
868,0
839,0
911,0
965,0
393,0
804,0
807,0
457,0
811,0
872,0
874,0
907,0
1005,0
398,0
933,0
423,0
817,0
812,0
887,0
873,0
1003,0
495,0
429,0
838,0
999,0
846,0
460,0
654,0
522,0
848,0
881,0
914,0
747,0
778,0
809,0
867,0
943,0
552,0
557,0
934,0
1002,0
225,0
529,0
967,0
979,0
913,0
553,0
810,0
328,0
837,0
869,0
707,0
803,0
389,0
397,0
361,0
931,0
939,0
609,0
769,0
675,0
641,0
901,0
871,0
935,0
936,0
997,0
448,0
579,0
672,0
968,0
995,0
1001,0
866,0
969,0
611,0
673,0
528,0
902,0
972,0
973,0
704,0
898,0
832,0
257,0
864,0
929,0
897,0
768,0
930,0
356,0
831,0
800,0
224,0
941,0
970,0
1011,0
765,0
688,0
923,0
905,0
828,0
841,0
892,0
985,0
1008,0
955,0
1017,0
325,0
357,0
485,0
555,0
827,0
362,0
617,0
975,0
523,0
745,0
771,0
977,0
657,0
1010,0
585,0
861,0
454,0
858,0
796,0
425,0
908,0
974,0
462,0
656,0
779,0
900,0
648,0
842,0
849,0
659,0
524,0
862,0
986,0
716,0
918,0
798,0
957,0
988,0
829,0
813,0
844,0
978,0
949,0
627,0
917,0
950,0
987,0
981,0
1,1
43,1
3,1
9,1
163,1
665,1
226,1
129,1
629,1
10,1
697,1
331,1
662,1
664,1
68,1
164,1
166,1
196,1
367,1
693,1
133,1
228,1
258,1
6,1
64,1
107,1
204,1
262,1
76,1
790,1
270,1
336,1
600,1
821,1
32,1
141,1
172,1
236,1
459,1
622,1
69,1
99,1
98,1
301,1
75,1
137,1
789,1
568,1
700,1
290,1
368,1
632,1
322,1
726,1
725,1
41,1
594,1
206,1
215,1
100,1
108,1
399,1
292,1
195,1
471,1
396,1
820,1
101,1
259,1
791,1
427,1
438,1
29,1
591,1
1014,1
742,1
819,1
782,1
193,1
788,1
710,1
261,1
603,1
814,1
419,1
653,1
683,1
626,1
755,1
679,1
288,1
676,1
416,1
487,1
618,1
583,1
774,1
678,1
773,1
621,1
613,1
713,1
741,1
777,1
998,1
677,1
743,1
714,1
63,1
424,1
428,1
947,1
589,1
560,1
623,1
451,1
921,1
494,1
455,1
418,1
783,1
690,1
746,1
612,1
880,1
674,1
938,1
426,1
749,1
878,1
684,1
492,1
527,1
847,1
586,1
808,1
650,1
718,1
879,1
131,1
806,1
558,1
719,1
754,1
1013,1
556,1
501,1
388,1
784,1
850,1
132,1
953,1
160,1
551,1
588,1
793,1
646,1
712,1
353,1
386,1
724,1
358,1
550,1
709,1
614,1
359,1
775,1
512,1
608,1
1004,1
801,1
360,1
682,1
711,1
681,1
30,1
571,1
786,1
402,1
181,1
335,1
533,1
488,1
620,1
750,1
313,1
624,1
692,1
293,1
530,1
792,1
235,1
601,1
302,1
333,1
